Skill	EntityID
Drcauto Smart Architect LT Pro	ONET:DrcautoSmartArchitectLTPro
Dr. Dispatch	ONET:Dr.Dispatch
Dream Computer Piano	ONET:DreamComputerPiano
Dredges	ONET:Dredges
Dressage whips	ONET:DressageWhips
Dress form mannequins	ONET:DressFormMannequins
Dress forms	ONET:DressForms
Dressing forceps	ONET:DressingForceps
Dressing sticks	ONET:DressingSticks
Dressing wheels	ONET:DressingWheels
Dressmakers shears	ONET:DressmakersShears
DRG grouping software	ONET:DRGGroupingSoftware
Drift nets	ONET:DriftNets
Drift pins	ONET:DriftPins
Drift punches	ONET:DriftPunches
Drifts	ONET:Drifts
Drill bit index sets	ONET:DrillBitIndexSets
Drill bit sets	ONET:DrillBitSets
Drill casings	ONET:DrillCasings
Drill gauges	ONET:DrillGauges
Drill gauge sets	ONET:DrillGaugeSets
Drill grinders	ONET:DrillGrinders
Drilling chokes	ONET:DrillingChokes
Drilling collars	ONET:DrillingCollars
Drilling crosses	ONET:DrillingCrosses
Drilling draw works	ONET:DrillingDrawWorks
Drilling fluid centrifuges	ONET:DrillingFluidCentrifuges
Drilling mud mixers	ONET:DrillingMudMixers
Drilling mud shale shakers	ONET:DrillingMudShaleShakers
Drilling mud tanks	ONET:DrillingMudTanks
Drilling rig rotary tables	ONET:DrillingRigRotaryTables
Drillingsoftware DrillPro	ONET:DrillingsoftwareDrillPro
Drillingsoftware Tubular Database	ONET:DrillingsoftwareTubularDatabase
Drilling spools	ONET:DrillingSpools
Drilling swivels	ONET:DrillingSwivels
Drill machines	ONET:DrillMachines
Drill pipe thread protectors	ONET:DrillPipeThreadProtectors
Drill pipe tongs	ONET:DrillPipeTongs
Drill point gauges	ONET:DrillPointGauges
Drill presses	ONET:DrillPresses
D-ring nets	ONET:D-ringNets
Drink blenders	ONET:DrinkBlenders
Drink dispensers	ONET:DrinkDispensers
Drink mixers	ONET:DrinkMixers
Drip emitters	ONET:DripEmitters
Drip torches	ONET:DripTorches
Drive-on scales	ONET:Drive-onScales
Drive-point piezometers	ONET:Drive-pointPiezometers
Drive punches	ONET:DrivePunches
Drive ratchets	ONET:DriveRatchets
Drive-to-tree feller bunchers	ONET:Drive-to-treeFellerBunchers
Driveway squeegees	ONET:DrivewaySqueegees
Driving simulators	ONET:DrivingSimulators
Driving wedges	ONET:DrivingWedges
Drogues	ONET:Drogues
DroneDeploy	ONET:DroneDeploy
Drone image capturing software	ONET:DroneImageCapturingSoftware
DroneLogbook	ONET:DroneLogbook
Dropbox	ONET:Dropbox
Drop cloths	ONET:DropCloths
Drop count industrial water test kits	ONET:DropCountIndustrialWaterTestKits
Drop hammers	ONET:DropHammers
Drophead dies	ONET:DropheadDies
Drop indicators	ONET:DropIndicators
Dropping pipettes	ONET:DroppingPipettes
Drop plates	ONET:DropPlates
Drop spreaders	ONET:DropSpreaders
Drop tables	ONET:DropTables
Drop volume tensiometers	ONET:DropVolumeTensiometers
Drop weight impact towers	ONET:DropWeightImpactTowers
Dross hoes	ONET:DrossHoes
Drowning locks	ONET:DrowningLocks
Drug coding software	ONET:DrugCodingSoftware
Drug compatibility software	ONET:DrugCompatibilitySoftware
Drug database software	ONET:DrugDatabaseSoftware
Drug guide software	ONET:DrugGuideSoftware
Drug reference software	ONET:DrugReferenceSoftware
Drug testing kits	ONET:DrugTestingKits
Drum cement mixers	ONET:DrumCementMixers
Drum dryers	ONET:DrumDryers
Drum lathes	ONET:DrumLathes
Drum mallets	ONET:DrumMallets
Drum mortar mixers	ONET:DrumMortarMixers
Drum pumps	ONET:DrumPumps
Drum rollers	ONET:DrumRollers
Drum sanders	ONET:DrumSanders
Drum scanners	ONET:DrumScanners
Drum sets	ONET:DrumSets
Drupal	ONET:Drupal
Dry bath incubators	ONET:DryBathIncubators
Dry bulb thermometers	ONET:DryBulbThermometers
Dry bulk storage tanks	ONET:DryBulkStorageTanks
Dry chemical fire extinguishers	ONET:DryChemicalFireExtinguishers
Dry cleaning equipment	ONET:DryCleaningEquipment
Dry-cleaning machines	ONET:Dry-cleaningMachines
Dryer monitors	ONET:DryerMonitors
Dryers	ONET:Dryers
Dry etchers	ONET:DryEtchers
Dry-gas meters	ONET:Dry-gasMeters
Dry gas meters	ONET:DryGasMeters
Dry heat sterilizers	ONET:DryHeatSterilizers
Dry ice blasters	ONET:DryIceBlasters
Drying cabinets	ONET:DryingCabinets
Drying chambers	ONET:DryingChambers
Drying mops	ONET:DryingMops
Drying ovens	ONET:DryingOvens
Drying oven units	ONET:DryingOvenUnits
Drying pistols	ONET:DryingPistols
Drying racks	ONET:DryingRacks
Dry ingredient measuring cups	ONET:DryIngredientMeasuringCups
Drying systems	ONET:DryingSystems
Dry mops	ONET:DryMops
Dry or liquid measuring cups	ONET:DryOrLiquidMeasuringCups
Dry rod ovens	ONET:DryRodOvens
Dry scrubber systems	ONET:DryScrubberSystems
Dry suits	ONET:DrySuits
Dry-to-dry closed loop machines	ONET:Dry-to-dryClosedLoopMachines
Drywall axes	ONET:DrywallAxes
Drywall hammers	ONET:DrywallHammers
Drywall hatchets	ONET:DrywallHatchets
Drywall jacks	ONET:DrywallJacks
Drywall knives	ONET:DrywallKnives
Drywall knockdown knives	ONET:DrywallKnockdownKnives
Drywall lifters	ONET:DrywallLifters
Drywall lifts	ONET:DrywallLifts
Drywall mud mixers	ONET:DrywallMudMixers
Drywall power sanders	ONET:DrywallPowerSanders
Drywall ripping tools	ONET:DrywallRippingTools
Drywall routers	ONET:DrywallRouters
Drywall saws	ONET:DrywallSaws
Drywall scoring tools	ONET:DrywallScoringTools
Drywall screwdrivers	ONET:DrywallScrewdrivers
Drywall screw guns	ONET:DrywallScrewGuns
Drywall stilts	ONET:DrywallStilts
Drywall taping knives	ONET:DrywallTapingKnives
Drywall trowels	ONET:DrywallTrowels
Drywall T-squares	ONET:DrywallT-squares
DSA Foxware Warehouse Management	ONET:DSAFoxwareWarehouseManagement
DSC Pacer Interactive Voice Response System	ONET:DSCPacerInteractiveVoiceResponseSystem
DSN Software Dental-Exec	ONET:DSNSoftwareDental-Exec
DSN Software Oral Surgery-Exec	ONET:DSNSoftwareOralSurgery-Exec
DSN Software Perio-Exec	ONET:DSNSoftwarePerio-Exec
dSPACE	ONET:DSPACE
DSP Development DADiSP	ONET:DSPDevelopmentDADiSP
dtSearch	ONET:DtSearch
Dual action pliers	ONET:DualActionPliers
Dual centrifuges	ONET:DualCentrifuges
Dual chamber pacemakers	ONET:DualChamberPacemakers
Dual channel spectrometer systems	ONET:DualChannelSpectrometerSystems
Dual column bandsaws	ONET:DualColumnBandsaws
Dual diode dosimeter patient dose monitors	ONET:DualDiodeDosimeterPatientDoseMonitors
Dual energy x ray absorptiometers	ONET:DualEnergyXRayAbsorptiometers
Dual-frequency global positioning system GPS survey units	ONET:Dual-frequencyGlobalPositioningSystemGPSSurveyUnits
Dual headed gamma cameras	ONET:DualHeadedGammaCameras
Dual head stethoscopes	ONET:DualHeadStethoscopes
Dual-mode cell phones	ONET:Dual-modeCellPhones
Dual power supplies	ONET:DualPowerSupplies
Dual temperature heat guns	ONET:DualTemperatureHeatGuns
Dual trace scopes	ONET:DualTraceScopes
Dual wavelength spectroscopes	ONET:DualWavelengthSpectroscopes
Duck-billed bead-breaking wedges	ONET:Duck-billedBead-breakingWedges
Duck-billed locking pliers	ONET:Duck-billedLockingPliers
Duckbill hair clamps	ONET:DuckbillHairClamps
Duck bill pliers	ONET:DuckBillPliers
Duckbill pliers	ONET:DuckbillPliers
Duck boat paddles	ONET:DuckBoatPaddles
Ductility testers	ONET:DuctilityTesters
Duct knives	ONET:DuctKnives
Duct probe velometers	ONET:DuctProbeVelometers
Duct slicers	ONET:DuctSlicers
Duct vacuums	ONET:DuctVacuums
Dulcimers	ONET:Dulcimers
Dumbbells	ONET:Dumbbells
Dummy blocks	ONET:DummyBlocks
Dummy mares	ONET:DummyMares
Dumper riders	ONET:DumperRiders
Dump trailers	ONET:DumpTrailers
Dump trucks	ONET:DumpTrucks
Dumpy levels	ONET:DumpyLevels
Dun and Bradstreet Global DecisionMaker	ONET:DunAndBradstreetGlobalDecisionMaker
Duplex pressure gauges	ONET:DuplexPressureGauges
DuPont ColorNet	ONET:DuPontColorNet
DuPont Spies Hecker Wizard	ONET:DuPontSpiesHeckerWizard
Durometers	ONET:Durometers
Dust and particulate respirators	ONET:DustAndParticulateRespirators
Dust chambers	ONET:DustChambers
Dust collection systems	ONET:DustCollectionSystems
Dust collectors	ONET:DustCollectors
Dusters	ONET:Dusters
Dusting brushes	ONET:DustingBrushes
Dust masks	ONET:DustMasks
Dust mops	ONET:DustMops
Dust respirators	ONET:DustRespirators
Dust suppression systems	ONET:DustSuppressionSystems
Dutch augers	ONET:DutchAugers
Duxbury Braille Translator	ONET:DuxburyBrailleTranslator
Dwell meters	ONET:DwellMeters
DxCG RiskSmart	ONET:DxCGRiskSmart
DX Studio	ONET:DXStudio
Dyadem FMEA Pro-6	ONET:DyademFMEAPro-6
Dycal instruments	ONET:DycalInstruments
Dydacomp Mail Order Manager	ONET:DydacompMailOrderManager
Dye application brushes	ONET:DyeApplicationBrushes
Dye becks	ONET:DyeBecks
Dye extractors	ONET:DyeExtractors
Dye injectors	ONET:DyeInjectors
Dye lasers	ONET:DyeLasers
Dye penetrant inspection equipment	ONET:DyePenetrantInspectionEquipment
Dye sublimation printers	ONET:DyeSublimationPrinters
Dye water tank farm systems	ONET:DyeWaterTankFarmSystems
Dynamic actuators	ONET:DynamicActuators
Dynamic analysis software	ONET:DynamicAnalysisSoftware
Dynamic braking systems	ONET:DynamicBrakingSystems
Dynamic contact angle apparatus	ONET:DynamicContactAngleApparatus
Dynamic display devices	ONET:DynamicDisplayDevices
Dynamic Energy Systems MedAct	ONET:DynamicEnergySystemsMedAct
Dynamic Graphics EarthVision	ONET:DynamicGraphicsEarthVision
Dynamic host configuration protocol DHCP	ONET:DynamicHostConfigurationProtocolDHCP
Dynamic hypertext markup language DHTML	ONET:DynamicHypertextMarkupLanguageDHTML
Dynamic light scattering equipment	ONET:DynamicLightScatteringEquipment
Dynamic Loanledger	ONET:DynamicLoanledger
Dynamic mechanical analyzers DMA	ONET:DynamicMechanicalAnalyzersDMA
Dynamic message signs	ONET:DynamicMessageSigns
Dynamic microphones	ONET:DynamicMicrophones
Dynamic modeling software	ONET:DynamicModelingSoftware
Dynamic object-oriented requirements system DOORS	ONET:DynamicObject-orientedRequirementsSystemDOORS
Dynamic phantoms	ONET:DynamicPhantoms
Dynamic positioning DP software	ONET:DynamicPositioningDPSoftware
Dynamic positioning DP systems	ONET:DynamicPositioningDPSystems
Dynamic signal analyzers	ONET:DynamicSignalAnalyzers
Dynamics processors	ONET:DynamicsProcessors
Dynamic strain indicators	ONET:DynamicStrainIndicators
Dynamite blasters	ONET:DynamiteBlasters
Dynamometers	ONET:Dynamometers
Dynanometers	ONET:Dynanometers
Dynix Digital Library	ONET:DynixDigitalLibrary
DZS Software Solutions ClinPlus	ONET:DZSSoftwareSolutionsClinPlus
Eagle Point LANDCADD	ONET:EaglePointLANDCADD
Eagle Point Site Design	ONET:EaglePointSiteDesign
Ear curettes	ONET:EarCurettes
Ear forceps	ONET:EarForceps
Ear measurement software	ONET:EarMeasurementSoftware
Ear needles	ONET:EarNeedles
Earpieces	ONET:Earpieces
Ear plugs	ONET:EarPlugs
Ear probes	ONET:EarProbes
Ear punches	ONET:EarPunches
Ear retractors	ONET:EarRetractors
Ear syringes	ONET:EarSyringes
Ear tacks	ONET:EarTacks
Ear taggers	ONET:EarTaggers
Ear tagging equipment	ONET:EarTaggingEquipment
Earth drilling machines	ONET:EarthDrillingMachines
Earth drills	ONET:EarthDrills
Earthmover standard buckets	ONET:EarthmoverStandardBuckets
Earth resistivity meters	ONET:EarthResistivityMeters
EarthSoft EQuIS Geology	ONET:EarthSoftEQuISGeology
Earth tampers	ONET:EarthTampers
EarthVision	ONET:EarthVision
EarthWorks Downhole Explorer	ONET:EarthWorksDownholeExplorer
Earthworks MaxiPit	ONET:EarthworksMaxiPit
Ear Works	ONET:EarWorks
EasyCAD Iris 2D	ONET:EasyCADIris2D
EasyCBM	ONET:EasyCBM
easyCIS	ONET:EasyCIS
Easy Dispatch	ONET:EasyDispatch
Easy edgers	ONET:EasyEdgers
Easy Music Composer Free	ONET:EasyMusicComposerFree
Easypano Tourweaver	ONET:EasypanoTourweaver
EasyPath Software Pathology Assistant	ONET:EasyPathSoftwarePathologyAssistant
Easy Solutions Easy Lab	ONET:EasySolutionsEasyLab
EasySolve Software SizePerm	ONET:EasySolveSoftwareSizePerm
Eaton Fleet Advisor	ONET:EatonFleetAdvisor
Eazy Application Systems QuickEMR	ONET:EazyApplicationSystemsQuickEMR
Ebenefits Solutions Benefits Management	ONET:EbenefitsSolutionsBenefitsManagement
Ebert-Fastie spectrometers	ONET:Ebert-FastieSpectrometers
EBSCO Information Services Academic Search Premier	ONET:EBSCOInformationServicesAcademicSearchPremier
EBSCO Information Services Library Literature and Information Science Index	ONET:EBSCOInformationServicesLibraryLiteratureAndInformationScienceIndex
EBSCO Library Information Science and Technology Abstracts LISTSA	ONET:EBSCOLibrary,InformationScience,AndTechnologyAbstractsLISTSA
EBSCO OmniFile FullText Mega	ONET:EBSCOOmniFileFullTextMega
EBSCO Publishing Academic Search Premier	ONET:EBSCOPublishingAcademicSearchPremier
EBSCO Publishing Political Science Complete	ONET:EBSCOPublishingPoliticalScienceComplete
EBS On Line InstaPay	ONET:EBSOnLineInstaPay
eBuy	ONET:EBuy
e-check software	ONET:E-checkSoftware
Echelle spectrometers	ONET:EchelleSpectrometers
ECHIP	ONET:ECHIP
Echocardiogram equipment	ONET:EchocardiogramEquipment
Echocardiography equipment	ONET:EchocardiographyEquipment
Echocardiography systems	ONET:EchocardiographySystems
Echometers	ONET:Echometers
Echo sounders	ONET:EchoSounders
Echosounders	ONET:Echosounders
Echo sounder software	ONET:EchoSounderSoftware
eChurch.com SchoolPerfect	ONET:EChurch.comSchoolPerfect
eClinicalWorks EHR software	ONET:EClinicalWorksEHRSoftware
Eclipse IDE	ONET:EclipseIDE
Eclipse Legal Systems Proclaim	ONET:EclipseLegalSystemsProclaim
EcoLogic ADAM Indoor Air Quality and Analytical Data Management	ONET:EcoLogicADAMIndoorAirQualityAndAnalyticalDataManagement
Ecological risk assessment software	ONET:EcologicalRiskAssessmentSoftware
Econometric Software LIMDEP	ONET:EconometricSoftwareLIMDEP
Economic Analysis Group EAG CaseTrack	ONET:EconomicAnalysisGroupEAGCaseTrack
Economic forecasting software	ONET:EconomicForecastingSoftware
Economic Input-Output Life Cycle Assessment EIO-LCA	ONET:EconomicInput-OutputLifeCycleAssessmentEIO-LCA
Econport	ONET:Econport
Ecotech WinAQMS	ONET:EcotechWinAQMS
Ecotech WinCollect	ONET:EcotechWinCollect
eCredit Enterprise	ONET:ECreditEnterprise
ECT International Raceway Multi-Pack	ONET:ECTInternationalRacewayMulti-Pack
Eddy current flaw detectors	ONET:EddyCurrentFlawDetectors
Eddy current inspection equipment	ONET:EddyCurrentInspectionEquipment
Eddy current pencil probes	ONET:EddyCurrentPencilProbes
Eddy current probes	ONET:EddyCurrentProbes
Eddy current testing equipment	ONET:EddyCurrentTestingEquipment
Eden Sales Manager	ONET:EdenSalesManager
Edentulous impression trays	ONET:EdentulousImpressionTrays
EDExpress	ONET:EDExpress
Edge banders	ONET:EdgeBanders
Edge banding machines	ONET:EdgeBandingMachines
Edge-binding staplers	ONET:Edge-bindingStaplers
Edge cutters	ONET:EdgeCutters
Edge finders	ONET:EdgeFinders
Edge gluers	ONET:EdgeGluers
Edge planers	ONET:EdgePlaners
Edge polishers	ONET:EdgePolishers
Edge punches	ONET:EdgePunches
Edgers	ONET:Edgers
Edge sanders	ONET:EdgeSanders
Edge scrapers	ONET:EdgeScrapers
Edgewell Trac	ONET:EdgewellTrac
Edging clamps	ONET:EdgingClamps
Edging tools	ONET:EdgingTools
Edging trowels	ONET:EdgingTrowels
Edible-ink cartridges	ONET:Edible-inkCartridges
Edible Software	ONET:EdibleSoftware
EDImis Anesthesia Manager	ONET:EDImisAnesthesiaManager
eDistrict Internet Solutions eDistrict Unified	ONET:EDistrictInternetSolutionsEDistrictUnified
EditCNC	ONET:EditCNC
Editing consoles	ONET:EditingConsoles
Editing software	ONET:EditingSoftware
Editor Software Stylewriter	ONET:EditorSoftwareStylewriter
Edmodo	ONET:Edmodo
Edpuzzle	ONET:Edpuzzle
Educational anatomy models	ONET:EducationalAnatomyModels
Educational board games	ONET:EducationalBoardGames
Educational puzzles	ONET:EducationalPuzzles
Educational software	ONET:EducationalSoftware
Educational toys	ONET:EducationalToys
Education planning software	ONET:EducationPlanningSoftware
Edulastic	ONET:Edulastic
Eedo Knowledgeware Eedo Force Ten	ONET:EedoKnowledgewareEedoForceTen
EEG Portaview	ONET:EEGPortaview
Eel traps	ONET:EelTraps
EEO Made Simple AAPMaker	ONET:EEOMadeSimpleAAPMaker
EEO Made Simple AppTrac	ONET:EEOMadeSimpleAppTrac
Effects pedals	ONET:EffectsPedals
Effects racks	ONET:EffectsRacks
Effexoft EASI	ONET:EffexoftEASI
Effluent treatment systems	ONET:EffluentTreatmentSystems
EffTec EffTrack	ONET:EffTecEffTrack
EFI Hagen OA	ONET:EFIHagenOA
Egg breaking machines	ONET:EggBreakingMachines
Egg candlers	ONET:EggCandlers
Egg gathering equipment	ONET:EggGatheringEquipment
Egg grading machines	ONET:EggGradingMachines
Egg incubators	ONET:EggIncubators
Egg setters or hatchers	ONET:EggSettersOrHatchers
Egg washing machines	ONET:EggWashingMachines
eGrabber ListGrabber	ONET:EGrabberListGrabber
Egress Allsafe	ONET:EgressAllsafe
Egress EVACS	ONET:EgressEVACS
EGS CALCMENU	ONET:EGSCALCMENU
EGS FeatureCAM	ONET:EGSFeatureCAM
EHS CareRevolution	ONET:EHSCareRevolution
Eiffel	ONET:Eiffel
EISI NaviPlan	ONET:EISINaviPlan
Ejector sets	ONET:EjectorSets
ej-technologies JProfiler	ONET:Ej-technologiesJProfiler
Eklin Information Systems VIA	ONET:EklinInformationSystemsVIA
Ekman dredges	ONET:EkmanDredges
Ekman grab samplers	ONET:EkmanGrabSamplers
Eko	ONET:Eko
Ekotrope RATER	ONET:EkotropeRATER
Elasticsearch	ONET:Elasticsearch
Elastrator bands	ONET:ElastratorBands
eLawSoftware	ONET:ELawSoftware
Elbow pads	ONET:ElbowPads
Elbow pullers	ONET:ElbowPullers
ElearningForce JoomlaLMS	ONET:ElearningForceJoomlaLMS
Electret microphones	ONET:ElectretMicrophones
Electric air compressors	ONET:ElectricAirCompressors
Electrical chemical pumps	ONET:ElectricalChemicalPumps
Electrical circuit breakers	ONET:ElectricalCircuitBreakers
Electrical circuit testers	ONET:ElectricalCircuitTesters
Electrical circuit tracers	ONET:ElectricalCircuitTracers
Electrical conductivity cells	ONET:ElectricalConductivityCells
Electrical conductivity meters	ONET:ElectricalConductivityMeters
Electrical cord reels	ONET:ElectricalCordReels
Electrical current meters	ONET:ElectricalCurrentMeters
Electrical detonators	ONET:ElectricalDetonators
Electrical diagnostic platform analyzers	ONET:ElectricalDiagnosticPlatformAnalyzers
Electrical diagnostic tools	ONET:ElectricalDiagnosticTools
